Sentence ID,Concept ID,Level_4,Level_5
273,C0564548 ,0,0
276,C0456820 ,0,1
276,C0557875 ,0,0
277,C0424158 ,0,1
277,C0701811 ,0,0
278,C0043094 ,0,0
278,C0231247 ,0,1
281,C0424432 ,0,1
281,C0566276 ,0,0
283,C0557875 ,1,1
287,C0338656 ,0,0
287,C0424158 ,0,1
288,C0042963 ,0,0
288,C4074950 ,0,1
289,C0557875 ,0,0
289,C0558127 ,0,1
290,C0581879 ,0,0
290,C1688635 ,0,1
292,C0344232 ,1,1
294,C0013473 ,0,0
294,C0424432 ,0,1
296,C0011124 ,0,1
296,C0021177 ,0,0
297,C1971624 ,1,1
298,C0456820 ,0,1
298,C0581879 ,0,0
299,C0000765 ,0,0
299,C0423994 ,0,1
300,C0043094 ,0,0
300,C0231247 ,0,1
303,C0043094 ,1,1
304,C0000765 ,0,0
304,C0231247 ,0,1
307,C0000765 ,0,0
307,C0424099 ,0,1
308,C0233408 ,0,0
308,C0424099 ,0,1
310,C0393761 ,0,0
310,C4075722 ,0,1
312,C0557875 ,1,1
318,C0424565 ,0,0
318,C0542313 ,0,1
319,C0424000 ,0,0
319,C0558127 ,0,1
321,C0000765 ,0,0
321,C0235146 ,0,1
325,C0423994 ,0,1
325,C0581881 ,0,0
326,C0028643 ,1,0
326,C0239832 ,0,1
328,C0008031 ,0,0
328,C0583786 ,0,1
329,C0000765 ,0,0
329,C0235239 ,0,1
331,C0344315 ,0,0
331,C1688635 ,0,1
333,C0000765 ,0,1
333,C1971624 ,0,0
334,C0000765 ,0,0
334,C0278140 ,0,1
335,C0028084 ,1,1
336,C0424444 ,1,1
337,C0002957 ,1,1
338,C1532253 ,0,0
338,C1562291 ,0,1
340,C0000765 ,0,0
340,C0456820 ,0,1
341,C0027497 ,1,1
342,C0043387 ,1,0
342,C0578994 ,0,1
344,C0234022 ,0,1
344,C0425769 ,1,0
345,C2981158 ,1,1
346,C0425769 ,0,0
346,C1562291 ,0,1
347,C0425769 ,0,0
347,C0456820 ,0,1
348,C0424573 ,1,0
348,C4075722 ,0,1
349,C0558077 ,0,1
350,C0425101 ,0,0
350,c0037317,0,1
351,C0563146 ,1,1
353,C0344315 ,0,0
353,C0456820 ,0,1
355,C0043094 ,1,1
356,C0000765 ,0,0
356,C1562291 ,0,1
358,C0038990 ,0,0
358,C0234238 ,0,1
359,C0581879 ,0,1
361,C0423044,0,0
361,C0558127 ,0,1
362,C0234019 ,1,0
362,C0558127 ,0,1
363,C0424528 ,0,0
363,C0558127 ,0,1
364,C0424565 ,0,0
364,C0542313 ,0,1
365,C0013144 ,0,0
365,C0566276 ,0,1
367,C0043094 ,0,0
367,C0231247 ,0,1
368,C4074950 ,0,1
370,C0232461 ,1,1
373,C0438697 ,1,0
373,C0700590 ,0,1
374,C0000765 ,0,0
374,C1562291 ,0,1
375,C0042963 ,0,1
375,C0234369 ,1,0
376,C0557875 ,1,1
377,C0028084 ,1,1
381,C0000765 ,0,0
381,C0456820 ,0,1
382,C0558078 ,1,0
382,C0701811 ,0,1
385,C0557875 ,1,1
386,C0085632 ,0,0
386,C0456820 ,0,1
387,C0425769 ,0,1
388,C0037320 ,0,1
388,C0424565 ,0,0
389,C0037320 ,0,1
389,C0424565 ,0,0
390,C0002170 ,1,1
391,C0043094 ,0,1
391,C1262477 ,0,0
392,C0023222 ,1,0
392,C0024031 ,0,1
394,C0037320 ,0,1
394,C0038990 ,0,0
396,C0038990 ,0,0
396,C0558077 ,0,1
398,C0234019 ,0,1
400,C0002170 ,1,1
401,C0002170 ,0,0
401,C0456820 ,0,1
402,C0563158 ,0,1
403,C0002170 ,1,0
403,C1562291 ,0,1
404,C0028084 ,1,0
404,C0554978 ,0,1
408,C0277960 ,0,0
408,C0456820 ,0,1
409,C0000765 ,0,0
409,C1562291 ,0,1
410,C0277960 ,0,0
410,C0558127 ,0,1
412,C1971624 ,1,1
413,C0018834 ,0,0
413,C0558127 ,0,1
414,C2219848 ,0,0
414,c0037317,0,1
415,C0000765 ,0,1
415,C0043094 ,1,0
416,C0012833 ,0,1
417,C0424432 ,0,1
417,C0566276 ,0,0
418,C0037320 ,0,1
418,C0424444 ,1,0
421,C0000765 ,0,1
421,C0043094 ,1,0
423,C0423994 ,0,1
423,C0583786 ,0,0
424,C0234019 ,0,1
425,C0021177 ,0,0
425,C2981158 ,0,1
426,C0231403,0,0
426,C1562291 ,0,1
427,C0027497 ,1,0
427,C0235309 ,0,1
428,C0233471 ,0,0
428,C0456820 ,0,1
429,C1971624,0,1
429,C1971624 ,1,0
430,C0011860 ,0,0
430,C1562291 ,0,1
431,C0027497 ,0,0
431,C0423994 ,0,1
432,C0027497 ,0,0
432,C0456820 ,0,1
434,C0233407 ,0,0
434,C4074950 ,0,1
435,C0231403,0,0
435,C1562291 ,0,1
436,C0583786 ,0,1
437,C0043094 ,0,0
437,C0456820 ,0,1
439,C0234019 ,0,1
441,C0005911 ,1,1
442,C0043094 ,0,0
442,C0558127 ,0,1
443,C0006325 ,1,1
445,C0456820 ,0,1
445,C0581879 ,0,0
447,C1971624,0,1
447,C1971624 ,1,0
449,C0413862 ,0,0
449,C3164199 ,0,1
450,C0043387 ,0,0
450,C0456820 ,0,1
451,C0000765 ,0,1
451,C0043094 ,0,0
453,C0033774 ,1,1
454,C0012833 ,0,0
454,C0456820 ,0,1
455,C0030318 ,0,0
455,C0393760 ,0,1
456,C0042023 ,0,1
456,C0235969 ,0,0
457,C0043094 ,0,0
457,C0456820 ,0,1
458,C0558127 ,0,1
458,C0860645 ,0,0
460,C0085631 ,0,1
460,C0424565 ,0,0
462,C0558077 ,0,1
462,C0578994 ,0,0
464,C0018681 ,0,0
464,C0456820 ,0,1
465,C0231247 ,0,1
465,C0558185 ,1,0
466,C0239833 ,0,0
466,C0558127 ,0,1
467,C0456820 ,0,1
467,C1971624 ,1,0
468,C0000765 ,0,0
468,C1562291 ,0,1
469,C0860645 ,0,1
470,C0558127 ,0,1
470,C0860645 ,0,0
471,C0000765 ,0,0
471,C0558127 ,0,1
472,C0424528 ,0,0
472,C0558127 ,0,1
473,C0860645 ,1,1
474,C0000765 ,0,0
474,C0423994 ,0,1
476,C0497247 ,0,0
476,C0700590 ,0,1
477,C0011991 ,0,0
477,C2981158 ,0,1
478,C0234238 ,0,1
478,C0235969 ,0,0
479,C0042963 ,0,1
479,C0043387 ,1,0
480,C0424158 ,0,1
480,C0582140 ,0,0
482,C0232487 ,0,0
482,C0235309 ,0,1
484,C0232487 ,0,0
484,C0700590 ,0,1
487,C0026961 ,0,0
487,C4074950 ,0,1
489,C0000765 ,0,0
489,C0583786 ,0,1
492,C1971624,0,1
492,C1971624 ,1,0
493,C0000765 ,0,0
493,C0425082 ,0,1
494,C0234019 ,0,1
494,C2981158 ,1,0
495,C0000765 ,0,0
495,C0558127 ,0,1
498,C0043094 ,0,0
498,C0456820 ,0,1
499,C0558077 ,0,1
499,C0917801 ,0,0
501,C0236000 ,0,1
503,C0232461 ,1,1
504,C0012833 ,0,1
504,C0018681 ,1,0
505,C0000765 ,0,0
505,C0583786 ,0,1
506,C0000765 ,0,1
506,C0043094 ,0,0
507,C0000765 ,0,0
507,C0583786 ,0,1
508,C0000765 ,0,0
508,C0233408 ,0,1
509,C0030252 ,1,0
509,C0235239 ,0,1
510,C0000765 ,0,0
510,C0558127 ,0,1
511,C0558127 ,0,1
511,C2958630 ,0,0
512,C0000765 ,0,0
512,C2219848 ,0,1
513,C0037320 ,0,1
513,C0566582 ,0,0
514,C0234238 ,0,1
514,C0344232 ,0,0
515,C0000765 ,0,1
515,C0043094 ,0,0
516,C0020175 ,1,0
516,C1971624,0,1
518,C0425769 ,1,1
520,C0043094 ,0,0
520,C0231247 ,0,1
521,C0232461 ,0,1
521,C1971624 ,0,0
523,C0000765 ,0,0
523,C0233408 ,0,1
524,C0018616 ,0,1
524,C0424000 ,0,0
526,C1262477 ,0,1
527,C0424573 ,1,1
528,C0011124 ,0,1
528,C0023222 ,0,0
529,C0700590 ,1,1
530,C0583786 ,0,1
530,C0700590 ,0,0
531,C0000765 ,0,1
531,C0043094 ,0,0
532,C1262477 ,0,1
533,C0043094 ,0,0
533,C0456820 ,0,1
534,C0000765 ,0,0
534,C0456820 ,0,1
535,C0028081 ,0,1
535,C0038990 ,1,0
536,C0043094 ,1,1
537,C0425769 ,0,0
537,C0456820 ,0,1
538,C0583786 ,0,0
538,C4075722 ,0,1
539,C0424528 ,0,0
539,C0558127 ,0,1
540,C0000765 ,0,0
540,C0456820 ,0,1
541,C0000765 ,0,1
541,C0043094 ,1,0
543,C0043094 ,1,1
545,C0423994 ,0,1
545,C0581881 ,0,0
549,C0043094 ,1,1
550,C0011860 ,0,0
550,C0583786 ,0,1
551,C0027497 ,0,1
555,C1262477 ,0,1
557,C0425083 ,0,0
557,C0558127 ,0,1
558,C0000765 ,0,0
558,C3164199 ,0,1
560,C0011124 ,0,1
560,C0021177 ,1,0
561,C0085633 ,0,1
561,C0917801 ,1,0
562,C0233471 ,0,0
562,C0456820 ,0,1
564,C0231218 ,0,0
564,C0558127 ,0,1
565,C0043094 ,0,0
565,C4074950 ,0,1
566,C0043094 ,0,0
566,C0231247 ,0,1
567,C0000765 ,0,0
567,C0413862 ,0,1
568,C0012833 ,1,1
569,C0000765 ,0,1
569,C0043094 ,0,0
570,C0235160 ,0,1
570,C0424565 ,1,0
571,C0426584 ,0,1
571,C1971624 ,1,0
572,C0000765 ,0,0
572,C0917801 ,0,1
573,C0043094 ,1,1
574,C0232461 ,0,1
574,C0232462 ,0,0
577,C0000765 ,0,0
577,C0413862 ,0,1
578,C0037317 ,0,1
578,C0424565 ,0,0
579,C0000765 ,0,0
579,C0583786 ,0,1
581,C0002170 ,0,0
581,C0583786 ,0,1
582,C0086769 ,1,0
582,C0413862 ,0,1
585,C0037320 ,0,1
585,C0424565 ,0,0
587,C0011991 ,1,1
591,C0043094 ,0,0
591,C0231247 ,0,1
594,C0424000 ,0,1
594,C0438696 ,0,0
595,C0344315 ,0,0
595,C0425082 ,0,1
599,C0008031 ,1,0
599,C0278140 ,0,1
600,C0425082 ,0,1
600,C0425101 ,0,0
601,C0008031 ,0,0
601,C0583786 ,0,1
602,C0235239 ,0,1
603,C0011860 ,0,0
603,C0583786 ,0,1
605,C0000765 ,0,0
605,C0423994 ,0,1
606,C0455769 ,1,1
607,C0004604 ,0,1
607,C0030193 ,1,0
608,C0000765 ,0,0
608,C0239067 ,0,1
609,C0425082 ,0,1
609,C0425101 ,0,0
610,C0425083 ,1,1
611,C0030252 ,0,0
611,C0583786 ,0,1
612,C0021177 ,0,1
612,C0549622 ,1,0
613,C0178417 ,0,0
613,C0236858 ,0,1
614,C0424000 ,0,1
614,C0438696 ,1,0
615,C0036104 ,0,0
615,C1562291 ,0,1
616,C0558127 ,0,1
616,C0575805 ,0,0
617,C0424939 ,0,0
617,C0425101 ,0,1
619,C0438696 ,0,0
619,C0563158 ,0,1
620,C0021167 ,0,0
620,C0024517 ,0,1
622,C0000765 ,0,0
622,C0423994 ,0,1
623,C0038661 ,0,0
623,C0563158 ,0,1
624,C0085631 ,1,0
624,C0424000 ,0,1
625,C0233408 ,0,1
626,C0233632 ,0,1
626,C0233763 ,0,0
628,C0456820 ,0,1
628,C1971624 ,0,0
629,C0524322 ,0,1
629,C0849963 ,1,0
630,C0043387 ,1,1
631,C0558127 ,0,1
631,C0581879 ,0,0
632,C0423994 ,0,1
632,C1527304 ,0,0
634,C0086769 ,1,0
634,C0700031 ,0,1
635,C0011991 ,1,0
635,C0583786 ,0,1
636,C0038990 ,0,0
636,C0700590 ,0,1
637,C0027497 ,0,0
637,C0028081 ,0,1
638,C0425082 ,0,1
638,C0425101 ,1,0
639,C0085631 ,0,1
639,C0424000 ,0,0
642,C0037320 ,1,1
643,C0233762 ,1,1
644,C0278140 ,0,1
644,C0424444 ,0,0
645,C0424444 ,0,0
645,C0425082 ,0,1
646,C0149931 ,0,0
646,C0583786 ,0,1
647,C0700590 ,1,0
647,C0849963 ,0,1
649,C0028643 ,0,0
649,C0700590 ,0,1
651,C0028084 ,0,0
651,C0393760 ,0,1
652,C0011860 ,0,0
652,C0583786 ,0,1
653,C0583786 ,0,1
653,C1456784 ,0,0
654,C0233408 ,0,1
657,C0424565 ,0,0
657,C0542313 ,0,1
659,C0456820 ,0,1
659,C1262477 ,1,0
660,C0311394 ,1,0
660,C0558127 ,0,1
661,C0014724 ,1,0
661,C0042963 ,0,1
662,C0000765 ,0,1
662,C0424565 ,0,0
663,C0000765 ,0,0
663,C0423994 ,0,1
664,C0233998 ,0,1
664,C0549622 ,1,0
665,C0017168 ,1,0
665,C0563158 ,0,1
666,C0425082 ,0,1
667,C0231528 ,0,1
667,C0427195 ,1,0
669,C0423994 ,0,1
669,C0557875 ,0,0
670,C0002957 ,1,0
670,C0917801 ,0,1
671,C0497247 ,0,0
671,C0542313 ,0,1
672,C0424565 ,0,0
672,C0542313 ,0,1
673,C0000765 ,0,0
673,C0583786 ,0,1
674,C0438696 ,1,1
676,C0558127 ,0,1
676,C0581879 ,0,0
677,C0021177 ,0,0
677,C2981158 ,0,1
678,C0000765 ,0,0
678,C0002957 ,0,1
679,C0424000 ,0,1
679,C0438696 ,1,0
680,C0344232 ,0,0
680,c0037317,0,1
681,C0850674 ,1,0
681,C3887611 ,0,1
682,C0000765 ,0,1
682,C0043094 ,0,0
684,C0557875 ,0,0
684,C4075722 ,0,1
685,C0000765 ,0,0
685,C0423994 ,0,1
688,C0234019 ,0,0
688,C1562291 ,0,1
690,C0000765 ,0,0
690,C0020604 ,0,1
693,C0000765 ,0,1
693,C0002170 ,1,0
694,C0002170 ,0,0
694,C0456820 ,0,1
695,C0233479 ,0,1
695,C0455769 ,0,0
697,C0018681 ,0,0
697,C0235108 ,0,1
698,C0232461 ,1,0
698,C3887605 ,0,1
699,C0231528 ,1,0
699,C0234238 ,0,1
700,C0000765 ,0,0
700,C0278140 ,0,1
701,C0586741 ,0,1
702,C0000765 ,0,0
702,C4075722 ,0,1
703,C0424000 ,0,0
703,C0557885 ,0,1
704,C0239882 ,0,1
704,C0581881 ,0,0
706,C0007859 ,0,1
706,C0018681 ,0,0
707,C0425082 ,0,1
707,C0425101 ,0,0
708,C0011991 ,1,0
708,C0425082 ,0,1
709,C0000765 ,0,0
709,C0231247 ,0,1
710,C0557875 ,1,1
711,C0020175 ,1,0
711,C0232461 ,0,1
713,C0000765 ,0,0
713,C0558127 ,0,1
714,C0234022 ,0,1
714,C0425769 ,0,0
715,C0424565 ,0,0
715,C0542313 ,0,1
716,C0232461 ,0,0
716,C0586746 ,0,1
717,C0233408 ,0,0
717,C0558127 ,0,1
719,C0011124 ,0,0
719,C0232461 ,0,1
723,C0000765 ,0,0
723,C0583786 ,0,1
724,C0013473 ,1,0
724,C0020505 ,0,1
726,C0344375 ,1,1
727,C0424432 ,0,1
727,C0566276 ,0,0
729,C0393760 ,0,0
729,C0456820 ,0,1
730,C0043387 ,1,1
731,C0011991 ,1,1
732,C0424091 ,0,1
732,C2981158 ,0,0
733,C0424565 ,0,0
733,C0583786 ,0,1
734,C0011991 ,1,0
734,C1443924 ,0,1
736,C0085632 ,1,0
736,C0456820 ,0,1
738,C1971624,0,1
738,C1971624 ,1,0
739,C0424000 ,0,0
739,C0583786 ,0,1
740,C0425251 ,1,0
740,C0583786 ,0,1
741,C0036104 ,0,0
741,C0423994 ,0,1
742,C0000765 ,0,0
743,C0558127 ,0,1
743,C0581879 ,0,0
744,C0000765 ,0,0
744,C0424112 ,0,1
745,C0424304 ,1,0
745,C0424329 ,0,1
746,C0041755 ,1,1
748,C0000765 ,0,0
748,C0563158 ,0,1
749,C1971624 ,1,1
750,C0583786 ,0,1
750,C1971624 ,0,0
751,C0012833 ,0,0
751,C1562291 ,0,1
752,C0024517 ,0,1
753,C0000765 ,0,0
753,C0581879 ,0,1
754,C0423994 ,0,1
754,C0857087 ,0,0
755,C0043094 ,1,1
756,C0234019 ,0,1
757,C0424158 ,0,0
757,C0558127 ,0,1
758,C0231247 ,0,1
759,C0000765 ,0,0
759,C0583786 ,0,1
761,C0235169 ,0,0
761,C0424158 ,0,1
763,C0564184 ,0,1
763,C0575805 ,0,0
764,C0006325 ,1,0
764,C0424000 ,0,1
765,C0024031 ,0,1
765,C0030193 ,0,0
766,C0234019 ,0,1
767,C0000765 ,0,0
767,C0028084 ,0,1
768,C0236000 ,0,1
768,C0702166 ,1,0
769,C0423994 ,0,1
769,C0702166 ,1,0
770,C0017168 ,0,0
770,C0020505 ,0,1
771,C0000765 ,0,0
771,C0425082 ,0,1
772,C0547030 ,0,0
772,C1262477 ,0,1
774,C0043094 ,0,0
774,C0231247 ,0,1
776,C0423994 ,0,1
776,C0578994 ,0,0
777,C0425769 ,0,1
777,C2981158 ,0,0
778,C1262477 ,1,1
780,C2129214 ,0,1
781,C0030318 ,0,0
781,C0235146 ,0,1
783,C0558127 ,0,1
783,C0581879 ,0,0
784,C0085593 ,0,0
784,C0456820 ,0,1
785,C0085593 ,1,0
785,C0236000 ,0,1
786,C0566276 ,1,1
787,C0001973 ,0,0
787,C0423994 ,0,1
788,C0234019 ,0,1
788,C0557875 ,1,0
789,C0438696 ,1,0
789,C0455204 ,0,1
790,C0234022 ,0,1
790,C2981158 ,0,0
791,C0456820 ,0,1
791,C2981158 ,0,0
792,C0043094 ,1,1
793,C0000765 ,0,1
793,C0043094 ,1,0
795,C0234019 ,0,1
796,C0277960 ,0,0
796,C0423564 ,0,1
797,C0000765 ,0,0
797,C0035258 ,0,1
798,C0234019 ,0,1
799,C0231403,0,0
799,C0558077 ,0,1
801,C0455769 ,0,0
801,C0558127 ,0,1
802,C0234019 ,0,0
802,C0582140 ,0,1
803,C0085631 ,0,0
803,C0424000 ,0,1
804,C0012833 ,0,0
804,C3887605 ,0,1
805,C0497247 ,0,1
806,C0456820 ,0,1
806,C0581881 ,0,0
807,C0423994 ,0,1
807,C0581881 ,0,0
808,C0558127 ,0,1
808,C0581881 ,0,0
809,C0012833 ,0,0
809,C0583786 ,0,1
810,C0277960 ,0,0
810,C0314719 ,0,1
